1,6,7,8,1518652801
2,6,7,8,1518654601
3,6,7,8,1518656401
4,6,7,8,1518658201
5,6,7,8,1518660001
6,6,7,8,1518661801
7,6,7,8,1518663601
8,6,7,8,1518665401
9,6,7,8,1518667201
10,6,7,8,1518669001
11,5,6,7,1518670801
12,5,5,6,1518672601
13,5,5,5,1518674401
14,5,6,5,1518676201
15,5,6,5,1518678001
16,5,5,6,1518679801
17,5,6,7,1518681601
18,6,7,8,1518683401
19,6,7,8,1518685201
20,6,7,8,1518687001
21,6,7,8,1518688801
22,6,7,8,1518690601
23,6,7,8,1518692401
24,6,7,8,1518694201
25,6,7,8,1518696001
26,6,7,8,1518697801
27,6,7,8,1518699601
28,6,7,8,1518701401
29,6,7,8,1518703201
30,6,7,8,1518705001
31,6,7,8,1518706801
32,6,7,8,1518708601
33,6,7,8,1518710401
34,6,7,8,1518712201
35,6,7,8,1518714001
36,6,7,8,1518715801
37,6,7,8,1518717601
38,6,7,8,1518719401
39,6,7,8,1518721201
40,6,7,8,1518723001
41,6,7,8,1518724801
42,6,7,8,1518726601
43,6,7,8,1518728401
44,6,7,8,1518730201
45,6,7,8,1518732001
46,6,7,8,1518733801
47,6,7,8,1518735601
48,6,7,8,1518737401
49,6,7,8,1518739201
50,6,7,8,1518741001
51,6,7,8,1518742801
52,6,7,8,1518744601
53,6,7,8,1518746401
54,6,7,8,1518748201
55,6,7,8,1518750001
56,6,7,8,1518751801
57,6,7,8,1518753601
58,6,7,8,1518755401
59,6,7,8,1518757201
60,6,7,8,1518759001
61,6,7,8,1518760801
62,6,7,8,1518762601
63,6,7,8,1518764401
64,6,7,8,1518766201
65,6,7,8,1518768001
66,6,7,8,1518769801
67,6,7,8,1518771601
68,6,7,8,1518773401
69,6,7,8,1518775201
70,6,7,8,1518777001
71,6,7,8,1518778801
72,6,7,8,1518780601
73,6,7,8,1518782401
74,6,7,8,1518784201
75,6,7,8,1518786001
76,6,7,8,1518787801
77,6,7,8,1518789601
78,6,7,8,1518791401
79,6,7,8,1518793201
80,6,7,8,1518795001
81,6,7,8,1518796801
82,6,7,8,1518798601
83,6,7,8,1518800401
84,6,7,8,1518802201
85,6,7,8,1518804001
86,6,7,8,1518805801
87,6,7,8,1518807601
88,6,7,8,1518809401
89,6,7,8,1518811201
90,6,7,8,1518813001
91,6,7,8,1518814801
92,6,7,8,1518816601
93,6,7,8,1518818401
94,6,7,8,1518820201
95,6,7,8,1518822001
96,6,7,8,1518823801
97,6,7,8,1518825601
98,6,7,8,1518827401
99,6,7,8,1518829201
100,6,7,8,1518831001
101,6,7,8,1518832801
102,6,7,8,1518834601
103,6,7,8,1518836401
104,6,7,8,1518838201
105,6,7,8,1518840001
106,6,7,8,1518841801
107,6,7,8,1518843601
108,6,7,8,1518845401
109,6,7,8,1518847201
110,6,7,8,1518849001
111,6,7,8,1518850801
112,6,7,8,1518852601
113,6,7,8,1518854401
114,6,7,8,1518856201
115,6,7,8,1518858001
116,6,7,8,1518859801
117,6,7,8,1518861601
118,6,7,8,1518863401
119,6,7,8,1518865201
120,6,7,8,1518867001
